,0,cycle_Nr,Re(Z)0.00931323,-Im(Z)0.00931323,Re(Z)0.0139698,-Im(Z)0.0139698,Re(Z)0.0209548,-Im(Z)0.0209548,Re(Z)0.0325963,-Im(Z)0.0325963,Re(Z)0.0488944,-Im(Z)0.0488944,Re(Z)0.0721775,-Im(Z)0.0721775,Re(Z)0.107102,-Im(Z)0.107102,Re(Z)0.158325,-Im(Z)0.158325,Re(Z)0.235159,-Im(Z)0.235159,Re(Z)0.349246,-Im(Z)0.349246,Re(Z)0.516884,-Im(Z)0.516884,Re(Z)0.768341,-Im(Z)0.768341,Re(Z)1.14087,-Im(Z)1.14087,Re(Z)1.69268,-Im(Z)1.69268,Re(Z)2.51224,-Im(Z)2.51224,Re(Z)3.72762,-Im(Z)3.72762,Re(Z)5.53438,-Im(Z)5.53438,Re(Z)8.21194,-Im(Z)8.21194,Re(Z)12.184,-Im(Z)12.184,Re(Z)18.077,-Im(Z)18.077,Re(Z)26.8198,-Im(Z)26.8198,Re(Z)39.8047,-Im(Z)39.8047,Re(Z)59.0552,-Im(Z)59.0552,Re(Z)87.684,-Im(Z)87.684,Re(Z)130.089,-Im(Z)130.089,Re(Z)193.035,-Im(Z)193.035,Re(Z)286.568,-Im(Z)286.568,Re(Z)425.149,-Im(Z)425.149,Re(Z)630.738,-Im(Z)630.738,Re(Z)936.063,-Im(Z)936.063,Re(Z)1390.0,-Im(Z)1390.0,Re(Z)2063.0,-Im(Z)2063.0,Re(Z)3061.0,-Im(Z)3061.0,Re(Z)4542.0,-Im(Z)4542.0,Re(Z)6740.0,-Im(Z)6740.0,Re(Z)10001.0,-Im(Z)10001.0,I(uA),Q_relative
15,,61.0,2859.48,769.565,2660.81,729.08,2525.68,700.414,2323.99,646.971,2166.38,607.504,2010.19,575.55,1875.86,543.58,1753.64,508.503,1629.9,467.263,1509.93,426.471,1407.83,393.624,1312.34,355.045,1231.17,323.347,1156.92,292.587,1090.83,265.772,1031.62,243.646,977.427,224.855,927.74,210.598,881.572,200.142,837.181,193.951,793.376,190.726,749.249,191.187,704.361,193.543,655.616,197.362,604.542,200.529,551.503,201.984,497.182,200.588,442.772,195.296,390.688,186.198,342.263,173.679,297.85,159.349,259.058,143.731,224.667,127.879,195.095,113.547,170.688,100.21,147.87,83.0142,50.0,0.43
16,,71.0,3038.15,813.869,2802.58,775.836,2651.17,725.546,2431.09,676.193,2262.01,634.14,2099.73,600.526,1960.17,565.876,1828.52,527.752,1698.93,484.397,1576.14,440.188,1468.61,406.766,1374.29,365.019,1288.82,332.808,1214.49,302.831,1145.55,276.263,1084.71,253.6,1029.07,235.118,977.766,221.009,929.059,210.705,882.2,205.069,835.852,202.257,788.747,203.447,740.526,206.792,688.153,210.632,633.075,214.267,576.818,216.025,518.005,213.508,460.824,207.589,405.017,196.755,354.017,183.114,307.78,167.221,266.523,150.688,231.423,133.704,201.274,118.502,174.327,104.739,148.129,87.9745,50.0,0.42
17,,81.0,3129.45,873.361,2974.19,813.434,2741.74,745.622,2557.77,714.933,2377.53,676.648,2216.53,629.017,2065.73,585.623,1913.77,541.648,1774.76,500.469,1655.16,463.189,1548.74,418.963,1452.74,384.26,1366.57,347.133,1289.28,316.743,1219.61,289.312,1155.59,266.792,1097.65,248.106,1042.83,233.71,990.865,223.68,941.145,218.048,890.799,216.665,839.82,218.122,786.022,221.669,728.91,226.753,670.13,230.374,607.694,231.889,544.687,228.895,482.271,221.816,423.133,209.988,368.012,194.98,319.299,177.631,276.432,159.506,238.396,141.551,205.808,124.238,179.291,109.261,157.201,90.0097,50.0,0.41
0,,1.0,52117.7,54133.4,44257.3,43822.9,39373.6,38120.4,37807.5,34701.6,35470.5,30058.3,34091.0,25973.6,32960.5,22253.2,31769.7,18825.9,30636.0,15843.1,29146.7,13154.6,27448.5,10624.2,25865.9,8712.9,24608.6,7302.05,23495.5,6275.28,22487.7,5622.47,21525.1,5253.72,20545.2,5135.55,19484.9,5224.74,18278.6,5456.61,16908.9,5754.66,15360.8,6032.12,13679.8,6218.72,11921.5,6261.83,10151.7,6129.85,8454.85,5831.94,6890.1,5393.05,5496.29,4849.44,4299.8,4251.41,3305.13,3640.29,2497.99,3048.05,1859.98,2500.39,1368.55,2011.57,999.314,1591.15,728.354,1240.65,532.02,952.936,864.637,509.329,50.0,0.74
1,,2.0,7040.79,1045.5,6889.87,1042.33,6616.51,946.961,6357.2,918.706,6111.84,866.837,5928.9,815.948,5705.92,764.263,5513.16,718.252,5344.66,684.39,5191.56,661.947,5059.52,638.471,4917.93,621.945,4776.16,607.725,4634.95,598.04,4495.65,597.543,4355.7,605.457,4212.74,622.491,4065.21,652.591,3907.64,693.234,3734.31,742.262,3543.57,797.579,3333.0,854.316,3104.44,908.124,2856.84,954.797,2594.33,990.177,2319.74,1011.5,2040.19,1012.56,1760.52,994.607,1489.44,954.166,1233.8,893.005,1000.13,815.405,794.771,725.152,620.624,630.995,475.644,536.334,358.915,445.588,273.698,365.584,50.0,0.69
2,,3.0,2110.06,601.596,1965.94,558.515,1853.55,470.059,1731.97,433.969,1630.68,399.99,1543.29,374.074,1459.24,350.609,1382.46,328.85,1305.11,309.481,1227.32,294.415,1158.03,277.507,1088.58,262.198,1025.28,246.298,964.926,231.028,908.288,216.708,855.656,202.35,806.634,189.375,762.129,177.083,719.913,166.006,681.819,156.025,646.019,147.023,612.239,139.084,579.761,133.186,549.271,128.248,519.572,124.665,490.525,123.549,461.271,123.067,431.78,124.913,401.291,127.352,369.476,131.413,335.697,134.101,300.495,136.357,262.666,136.417,223.992,132.773,186.634,125.353,152.816,111.892,50.0,0.66
3,,4.0,885.172,303.804,836.849,261.271,770.267,232.212,721.191,210.821,672.257,191.361,631.684,173.69,591.241,159.139,551.714,146.829,517.191,136.62,486.455,126.989,456.531,117.262,430.938,109.224,404.046,101.14,380.583,94.1269,358.595,87.9575,338.356,81.1529,319.685,75.3737,301.536,70.3656,285.305,65.4944,270.013,60.9686,256.027,57.1919,242.528,54.0579,229.936,50.6896,217.941,48.1585,206.526,47.1324,195.301,44.7993,183.811,44.1625,173.974,43.5096,162.953,44.4774,151.534,44.4526,140.932,44.1424,128.655,45.3607,116.543,45.6329,103.928,45.5909,90.6874,44.5678,76.5787,42.6112,50.0,0.64
4,,5.0,938.881,293.867,867.5,265.328,821.664,241.561,755.876,214.079,708.425,193.427,664.141,178.643,625.01,165.172,590.607,153.39,554.517,141.689,519.264,131.227,487.48,123.88,457.691,114.161,430.315,106.818,404.836,99.6206,380.611,92.026,359.383,85.3754,339.199,78.7386,321.141,72.873,304.211,67.4859,289.146,62.0525,275.171,58.2222,261.872,54.5022,249.431,51.5896,238.049,49.4872,227.051,48.6669,216.029,47.96,204.601,48.2488,192.647,48.7576,181.204,49.5994,168.474,51.3118,155.151,52.059,140.757,52.6472,127.415,53.1109,112.252,52.1752,97.5382,50.4925,83.1793,44.9245,50.0,0.63
5,,6.0,1017.75,309.098,939.486,287.467,897.226,251.303,831.29,227.637,776.012,206.54,732.218,192.34,687.404,178.421,647.024,164.026,609.705,152.436,572.154,141.977,540.267,133.728,507.898,124.06,478.655,115.747,451.051,107.647,425.676,99.5592,402.13,91.9462,380.685,84.9813,361.133,78.9756,342.947,73.6192,326.36,68.7707,310.218,64.843,295.413,61.307,280.863,58.6174,267.723,56.9651,254.239,56.0704,240.843,55.2256,227.978,55.1677,214.069,55.5373,200.103,56.2296,186.142,57.4398,170.972,58.5819,155.365,58.733,138.997,58.3395,123.428,56.7745,108.209,54.1756,92.8959,50.5669,50.0,0.61
6,,7.0,1212.74,363.321,1123.04,337.846,1064.66,291.33,987.645,266.638,925.465,243.646,873.223,227.784,818.748,211.786,773.048,196.922,727.492,184.506,682.438,174.123,641.502,164.27,600.732,152.678,563.908,143.269,529.293,132.282,497.266,121.768,468.505,111.879,442.127,101.903,418.503,92.94,397.392,85.8048,378.378,79.0349,360.403,73.5139,343.537,69.6415,328.697,66.5969,313.555,64.5548,298.777,63.6317,283.769,64.1569,267.666,64.8849,251.969,66.5249,235.087,67.3776,217.197,68.3979,199.004,69.654,180.773,68.8162,161.562,67.6306,142.566,65.6799,125.481,61.9789,106.993,58.433,50.0,0.6
7,,8.0,1307.76,393.714,1233.57,368.18,1152.17,311.719,1075.06,289.521,1006.1,267.154,952.41,249.459,893.674,231.876,839.106,216.253,787.788,203.571,737.37,192.584,693.13,181.485,647.847,168.967,606.376,157.348,568.432,144.589,533.758,132.847,502.064,121.193,473.757,110.276,449.393,100.114,425.87,91.9085,405.504,84.864,386.743,79.7575,368.954,74.831,352.042,71.8248,336.105,70.9169,319.22,69.9592,302.551,70.0062,285.647,71.0655,267.949,72.0952,249.814,73.5577,230.367,73.6155,210.876,74.1753,191.89,74.1331,172.361,72.1062,153.181,68.9086,135.212,66.3869,117.494,59.822,50.0,0.59
8,,9.0,1422.84,429.649,1322.49,371.364,1241.37,353.9,1156.7,309.407,1085.96,284.609,1024.28,266.516,959.583,250.06,898.897,236.522,843.234,223.521,792.841,210.769,742.321,195.799,693.122,184.321,648.83,169.882,608.474,156.418,570.949,143.166,537.461,130.355,507.619,118.564,480.691,107.764,456.242,98.737,434.316,90.9694,414.0,85.2317,395.206,80.8086,376.751,77.6586,358.675,76.4284,340.414,75.7751,321.943,75.9736,303.038,77.1271,282.993,77.7045,263.543,78.9234,243.059,79.5269,221.954,78.9586,201.394,77.5016,180.993,76.0059,161.662,73.0901,141.418,68.6961,125.951,64.072,50.0,0.58
9,,10.0,1488.29,439.896,1389.64,406.542,1318.76,358.979,1219.41,330.551,1144.42,303.14,1076.19,285.314,1014.88,268.873,953.639,252.974,891.613,237.536,832.289,221.438,776.18,207.628,725.635,194.679,678.373,178.876,635.769,163.904,597.083,150.213,562.385,136.504,531.479,124.043,503.883,113.091,478.562,103.475,456.342,96.1067,435.382,90.0678,414.989,85.7907,396.051,82.6008,376.949,80.966,358.344,81.2049,338.109,81.6473,318.876,82.3842,296.955,83.2256,275.207,84.4424,253.393,83.7837,230.515,83.1803,208.578,81.3412,187.21,78.8853,166.274,74.9767,145.841,70.9248,128.185,68.1982,50.0,0.57
10,,11.0,2420.47,729.839,2277.41,627.73,2123.94,595.837,2000.31,539.423,1874.05,508.117,1758.7,480.902,1642.87,458.675,1525.25,438.655,1414.24,419.147,1312.04,401.44,1217.78,378.205,1122.92,351.814,1037.73,328.569,957.643,301.974,884.11,275.51,820.381,250.224,762.525,225.448,711.593,202.806,666.22,182.397,626.799,164.549,590.74,149.708,558.613,137.638,528.536,128.677,499.773,122.501,472.316,118.592,444.899,116.237,417.524,116.478,388.843,116.856,358.627,117.597,328.273,118.342,296.642,118.272,265.422,115.767,233.97,113.901,203.611,109.016,174.769,103.246,143.591,94.3878,50.0,0.56
11,,21.0,1827.79,506.569,1708.58,473.322,1633.4,426.081,1519.16,395.525,1429.38,367.932,1344.74,348.595,1267.61,330.174,1191.16,311.624,1112.97,293.072,1035.39,275.194,967.152,258.129,900.888,238.647,844.591,219.423,792.761,200.244,746.648,181.98,705.183,166.303,667.894,151.64,634.632,139.73,603.873,130.509,575.595,123.05,548.81,117.869,522.811,115.364,496.82,114.14,469.781,115.623,441.747,116.121,412.0,117.942,381.229,118.949,349.72,118.921,317.816,117.533,286.986,113.448,257.582,108.324,229.307,102.656,204.779,96.0107,180.081,89.2208,158.689,82.3902,134.614,74.6103,50.0,0.5
12,,31.0,2077.45,576.255,1923.03,502.993,1814.03,484.087,1688.32,433.291,1588.96,407.413,1486.21,388.053,1391.11,370.81,1304.29,356.592,1218.0,337.382,1134.19,313.581,1052.14,293.187,981.991,267.176,915.164,244.782,858.231,222.806,806.804,202.462,761.405,184.065,719.736,168.099,682.771,154.652,648.478,143.86,616.239,136.459,585.823,130.909,556.508,128.231,527.268,128.112,496.845,129.135,465.17,131.111,432.0,132.269,397.178,133.251,361.701,131.862,326.717,128.341,292.542,123.573,260.656,116.737,231.247,108.953,204.508,101.21,180.342,92.9167,157.459,85.0705,136.354,79.1833,50.0,0.46
13,,41.0,2337.29,607.714,2172.91,575.317,2076.66,533.337,1930.17,500.051,1808.1,471.605,1696.93,455.085,1581.4,432.202,1479.18,409.905,1381.96,384.151,1285.28,355.533,1197.78,332.754,1119.06,301.653,1045.64,275.239,981.516,250.108,923.672,227.07,872.241,206.531,826.222,189.729,784.552,175.417,744.946,164.759,708.986,157.471,673.186,152.798,638.061,151.796,602.236,152.222,564.525,155.034,525.723,158.009,484.302,160.665,441.399,161.246,398.163,158.116,355.247,153.864,314.992,146.195,276.933,136.768,242.337,126.072,212.174,115.35,184.466,104.788,160.178,93.4908,140.477,80.4856,50.0,0.44
14,,51.0,2452.71,644.733,2322.75,612.041,2175.93,546.852,2028.72,530.896,1898.99,504.999,1778.66,477.114,1667.73,451.259,1554.54,422.588,1443.12,395.257,1342.34,370.322,1253.69,338.513,1171.47,311.417,1098.86,281.977,1033.5,256.529,974.55,233.336,922.782,213.06,876.46,196.644,834.025,183.477,794.294,173.438,755.626,166.936,717.729,163.896,680.286,163.31,641.141,165.09,600.291,168.322,557.125,171.696,512.122,174.749,465.312,175.106,417.905,172.026,371.898,166.748,327.581,156.812,286.71,146.236,249.786,134.082,217.253,121.169,189.364,110.225,163.44,98.1836,140.148,89.9751,50.0,0.43
15,,61.0,2550.18,648.993,2375.77,619.855,2262.25,581.798,2089.41,545.95,1953.05,514.78,1830.69,492.064,1706.62,467.08,1600.4,438.576,1497.84,407.87,1396.42,374.455,1305.39,348.389,1222.99,314.369,1148.56,287.87,1082.75,261.838,1021.69,238.745,967.384,218.852,917.998,201.99,873.636,189.003,831.562,179.486,791.438,173.888,752.254,171.262,712.487,171.419,670.856,174.077,627.76,178.258,581.772,182.017,533.429,184.808,483.768,184.743,433.672,182.044,384.663,175.954,338.714,165.728,295.946,153.691,257.578,141.257,223.918,127.27,194.066,114.408,167.26,101.943,147.321,90.3221,50.0,0.42
16,,71.0,2663.02,680.618,2506.58,659.66,2363.01,591.658,2197.89,575.229,2052.05,544.758,1928.11,516.401,1796.48,484.151,1681.9,449.838,1572.36,417.447,1469.23,388.221,1381.51,357.004,1294.54,325.759,1220.06,296.874,1151.39,270.054,1090.64,246.494,1034.51,226.13,983.517,210.125,936.606,197.649,892.426,189.133,850.167,183.514,808.263,182.434,765.773,183.864,721.297,187.488,673.779,192.548,624.142,198.024,570.475,200.959,516.225,201.131,461.754,197.928,408.747,190.691,358.362,179.545,311.714,166.353,270.264,151.566,233.581,137.081,201.874,122.719,173.198,109.131,145.756,90.6295,50.0,0.41
17,,81.0,2752.52,721.249,2621.5,677.231,2435.5,615.138,2281.17,594.75,2131.82,565.13,1996.67,528.906,1860.23,493.003,1741.64,458.872,1629.86,427.268,1527.92,396.954,1435.08,360.682,1348.76,331.633,1271.78,300.645,1201.94,274.446,1139.93,250.91,1083.01,231.591,1030.6,215.914,982.187,204.121,936.401,195.982,892.304,191.273,848.386,190.777,804.007,193.592,757.025,198.127,706.875,204.194,653.721,210.274,597.3,213.809,538.812,214.208,481.217,210.334,424.197,202.26,371.52,189.869,322.127,176.412,278.15,160.011,240.268,143.776,206.514,128.122,177.349,113.464,155.829,98.2981,50.0,0.41
0,,1.0,46398.2,43698.9,37559.0,37470.0,38768.5,34946.5,36518.2,29592.8,34604.8,24332.8,33387.8,20479.6,32393.8,16935.3,31683.7,13974.6,30847.0,11468.0,29707.3,9349.24,28271.3,7725.76,27127.5,6546.28,26055.1,5673.1,25091.1,5139.01,24169.2,4861.67,23232.7,4820.23,22224.0,4978.07,21091.7,5290.73,19775.5,5689.08,18261.1,6095.25,16565.9,6426.54,14742.6,6617.64,12869.8,6632.85,11021.9,6468.14,9263.16,6138.89,7644.91,5686.8,6195.91,5149.21,4934.07,4564.18,3857.18,3959.53,2961.03,3364.49,2234.71,2802.83,1662.76,2290.53,1223.1,1836.57,892.293,1445.12,649.74,1120.76,240.786,1168.78,100.0,0.7
1,,2.0,5480.74,1291.79,5196.29,1129.32,4886.74,1076.6,4663.77,957.09,4448.94,884.078,4278.44,826.151,4064.54,767.929,3877.85,722.984,3718.72,677.607,3568.91,627.814,3421.9,593.684,3284.48,553.508,3155.68,525.15,3033.23,498.646,2915.12,477.61,2803.78,462.516,2694.67,454.289,2587.0,452.504,2477.43,457.004,2366.5,466.651,2249.02,479.192,2127.83,493.827,2000.21,508.603,1868.61,522.55,1733.67,535.532,1594.33,546.472,1450.61,555.9,1304.16,560.662,1153.51,558.716,1003.04,547.193,854.342,524.921,714.891,491.84,586.741,448.567,474.635,399.82,377.133,345.458,302.742,288.287,100.0,0.68
2,,3.0,4193.49,1046.35,4007.59,942.822,3744.59,839.012,3550.92,767.054,3376.26,709.889,3211.18,651.406,3052.04,602.992,2922.08,566.415,2797.04,536.152,2678.6,506.19,2555.82,472.971,2444.65,447.126,2333.71,421.126,2232.22,398.239,2136.74,377.602,2046.4,359.905,1961.77,345.068,1880.54,333.648,1801.95,327.156,1724.91,324.177,1647.37,324.653,1569.36,328.543,1490.32,336.195,1407.89,345.874,1322.17,358.087,1232.1,371.833,1136.38,386.345,1033.73,400.265,924.965,410.259,811.772,414.58,696.079,409.79,581.96,392.981,474.563,365.719,378.388,328.321,295.506,284.609,235.379,243.168,100.0,0.67
3,,4.0,3198.38,915.725,2924.7,792.953,2796.45,729.427,2628.47,644.583,2473.69,585.546,2326.29,541.927,2195.22,502.944,2086.39,471.136,1981.13,438.305,1877.33,404.64,1777.3,380.944,1687.82,351.614,1601.15,328.967,1522.52,307.398,1448.15,286.825,1380.14,268.18,1316.94,251.551,1258.7,237.528,1203.39,225.892,1152.1,217.354,1102.74,212.057,1054.13,209.849,1005.53,210.812,956.65,214.697,904.748,221.086,852.194,230.878,794.171,243.645,731.41,256.582,662.589,268.891,587.872,277.368,509.031,279.396,428.979,273.562,351.438,257.987,281.217,233.927,220.166,204.07,170.115,165.921,100.0,0.66
4,,5.0,2739.83,839.45,2564.83,690.874,2396.88,636.933,2266.23,564.916,2141.95,518.533,2015.67,474.884,1909.48,441.185,1801.38,412.512,1700.18,386.467,1608.95,363.567,1523.03,337.577,1439.62,316.845,1364.9,295.337,1295.87,275.986,1230.67,257.324,1171.48,239.762,1116.77,223.974,1065.78,209.35,1019.01,197.447,973.95,187.895,931.921,179.984,891.55,175.936,851.264,173.95,812.273,176.004,771.596,179.981,728.816,187.7,682.405,197.439,631.659,208.733,576.488,219.845,515.427,228.526,449.984,232.588,382.6,229.733,316.508,218.744,256.24,200.879,202.514,177.006,160.211,155.74,100.0,0.65
5,,6.0,4124.89,1154.27,3840.13,1082.5,3629.96,926.463,3384.87,852.422,3180.08,779.319,3016.84,725.906,2839.77,670.144,2686.96,618.057,2542.85,571.06,2407.47,528.216,2286.82,495.889,2173.65,453.296,2064.82,420.539,1966.51,390.004,1875.69,360.541,1791.26,334.57,1714.12,312.246,1643.41,295.283,1577.01,284.05,1512.09,278.259,1449.16,276.784,1384.13,282.652,1316.72,292.048,1245.9,305.943,1169.62,322.239,1086.04,340.531,995.86,359.146,898.134,375.599,793.143,385.263,683.787,386.887,574.048,376.397,468.529,353.918,372.67,320.177,290.793,279.179,224.006,235.127,167.543,189.176,100.0,0.64
6,,7.0,4396.62,1284.78,4072.77,1119.34,3891.86,1040.85,3627.29,913.48,3416.83,831.011,3207.25,770.409,3031.24,716.672,2870.23,665.957,2712.03,612.857,2560.88,560.049,2424.3,521.676,2299.12,474.83,2188.65,439.526,2088.22,403.452,1997.99,371.057,1915.3,344.588,1840.44,322.23,1771.13,306.981,1705.86,297.988,1641.58,296.689,1575.05,301.76,1506.99,312.373,1432.72,328.039,1351.59,346.75,1263.67,367.906,1167.66,389.398,1063.42,407.618,951.097,421.309,832.581,427.222,712.17,422.356,592.537,404.525,480.54,374.425,381.307,335.541,297.338,289.972,229.939,243.265,181.892,199.524,100.0,0.63
7,,8.0,4681.89,1390.56,4464.88,1251.61,4134.94,1088.29,3893.38,998.614,3658.25,918.908,3460.72,839.72,3265.03,771.843,3074.61,707.642,2898.99,652.869,2747.01,607.557,2612.34,554.203,2481.96,512.719,2367.86,469.576,2262.77,430.68,2168.69,397.523,2082.05,369.605,2001.82,347.454,1926.9,333.506,1853.33,326.58,1781.16,327.718,1705.86,336.095,1626.14,350.156,1540.28,368.472,1446.75,389.23,1345.45,410.567,1236.24,430.57,1119.59,447.317,995.54,457.552,868.022,459.355,739.409,449.83,613.576,427.828,496.802,393.403,395.313,351.018,308.683,301.865,238.333,251.094,176.002,202.007,100.0,0.63
8,,9.0,5043.35,1462.45,4684.47,1285.85,4442.56,1214.27,4121.83,1059.52,3886.94,963.985,3648.81,891.315,3464.39,828.626,3276.63,767.581,3095.01,703.192,2926.35,637.523,2769.93,589.488,2638.9,535.471,2513.36,492.042,2403.54,452.898,2300.26,417.598,2209.72,390.081,2125.02,368.702,2045.97,355.783,1968.8,351.055,1890.48,355.312,1810.01,366.626,1722.27,383.791,1627.7,404.347,1524.05,426.653,1412.25,447.967,1293.38,467.39,1166.91,481.568,1034.77,489.33,898.981,487.992,762.918,474.637,632.975,448.591,512.835,410.544,406.846,363.206,317.124,310.973,247.126,259.711,196.385,203.389,100.0,0.62
9,,10.0,5156.36,1483.75,4778.54,1367.99,4540.87,1203.71,4206.64,1088.08,3950.41,989.708,3733.31,920.064,3532.25,851.302,3334.97,780.743,3146.81,712.401,2968.39,650.082,2817.62,602.888,2679.11,545.722,2553.82,502.819,2443.65,461.602,2341.77,428.081,2249.43,400.372,2163.04,379.744,2081.06,368.093,2000.9,365.142,1919.4,369.557,1834.04,381.882,1741.52,399.043,1641.19,418.749,1532.95,439.49,1416.77,458.433,1294.57,474.59,1166.25,486.402,1034.26,491.018,898.222,487.275,763.27,473.203,633.624,445.82,513.93,407.65,408.573,360.324,320.97,309.117,250.411,258.788,203.092,212.878,100.0,0.61
10,,11.0,7223.4,2053.96,6834.37,1877.24,6298.15,1672.4,5905.61,1545.47,5527.49,1415.87,5211.49,1281.41,4893.38,1159.05,4610.64,1047.05,4366.38,949.334,4145.56,867.244,3962.01,792.106,3784.44,711.338,3624.96,652.189,3478.11,599.022,3346.57,557.509,3224.48,527.384,3109.78,510.139,2998.04,506.425,2883.59,517.065,2762.75,538.98,2631.83,570.211,2488.47,608.137,2331.21,649.179,2159.3,690.169,1971.69,726.915,1770.33,755.775,1556.79,769.903,1338.7,766.862,1122.84,741.566,918.092,696.208,731.706,631.837,570.568,554.943,438.257,473.266,333.0,391.905,252.01,316.491,193.764,262.74,100.0,0.61
11,,21.0,6968.67,1974.03,6638.21,1818.17,6281.03,1580.77,5834.7,1482.23,5472.56,1360.17,5162.25,1252.55,4892.71,1159.27,4617.59,1064.51,4353.84,980.854,4110.08,914.846,3904.02,854.728,3700.4,798.147,3521.05,754.906,3353.04,718.204,3190.91,696.048,3033.96,683.385,2874.86,681.431,2712.14,687.607,2541.49,699.856,2359.34,710.145,2170.47,713.715,1979.3,704.688,1793.99,683.0,1616.36,651.292,1453.92,617.212,1303.22,581.389,1163.37,547.974,1029.63,517.416,903.611,488.886,782.162,459.085,667.495,427.365,560.015,392.863,461.999,354.518,375.909,313.203,302.459,270.886,230.397,233.385,100.0,0.56
12,,41.0,8620.44,2288.96,8088.03,2125.51,7714.34,1934.67,7154.19,1783.71,6725.15,1640.24,6369.65,1540.93,6024.96,1437.12,5693.3,1331.27,5382.34,1233.6,5084.27,1144.74,4823.9,1088.4,4580.52,1019.66,4345.7,979.017,4127.05,948.498,3908.97,931.412,3692.41,930.044,3470.03,941.358,3234.48,957.808,2983.66,974.869,2721.06,980.837,2452.29,966.377,2190.24,928.691,1946.29,872.476,1725.72,804.579,1530.97,735.142,1358.71,668.872,1204.65,609.647,1065.21,557.875,937.7,512.864,817.991,473.183,706.38,437.522,601.301,401.322,504.341,364.941,414.025,325.099,338.401,287.26,261.932,237.378,100.0,0.49
13,,51.0,8925.59,2473.7,8415.31,2119.78,7862.43,1993.2,7426.18,1809.32,6977.32,1681.72,6586.51,1561.83,6184.33,1452.59,5823.02,1363.71,5506.4,1282.69,5225.65,1206.7,4952.75,1129.84,4703.45,1079.67,4455.9,1028.93,4218.1,996.846,3989.01,977.997,3759.61,974.62,3523.3,984.392,3276.08,1001.91,3013.19,1018.05,2736.04,1020.71,2455.26,1002.2,2182.97,959.356,1930.4,896.111,1704.02,822.188,1506.55,745.999,1333.11,673.739,1179.95,609.221,1042.65,552.604,918.218,504.336,803.231,462.642,695.171,425.797,595.497,390.763,501.916,356.088,416.133,319.554,340.637,282.609,259.796,249.334,100.0,0.47
14,,61.0,9271.48,2389.58,8695.45,2224.19,8290.25,2037.99,7707.11,1886.81,7251.86,1748.04,6862.52,1649.18,6458.38,1540.89,6118.51,1436.72,5790.19,1337.68,5463.09,1253.32,5179.92,1188.53,4896.04,1121.85,4641.95,1072.23,4393.75,1035.35,4152.84,1012.28,3914.51,1008.01,3670.36,1016.19,3415.49,1033.54,3145.05,1050.82,2859.99,1056.16,2569.73,1040.57,2287.11,999.98,2023.04,938.371,1786.15,863.506,1576.23,784.766,1393.65,710.377,1231.2,642.514,1086.81,582.923,955.598,530.647,834.68,485.944,721.925,445.977,618.305,408.233,520.509,371.817,431.725,334.363,351.828,294.779,291.043,241.609,100.0,0.46
15,,71.0,9700.89,2538.67,9220.54,2334.9,8668.74,2051.53,8153.2,1969.79,7670.57,1845.83,7245.28,1716.59,6855.19,1606.57,6456.06,1495.73,6076.78,1402.09,5737.2,1330.15,5431.08,1244.88,5140.18,1187.67,4866.87,1128.06,4609.3,1091.1,4360.83,1071.32,4112.85,1063.57,3859.56,1071.82,3594.49,1090.55,3312.67,1108.58,3015.06,1114.5,2711.29,1098.09,2414.26,1056.5,2136.2,992.987,1884.33,915.344,1662.73,834.02,1467.02,754.698,1292.97,682.455,1138.91,618.747,999.182,562.996,870.471,513.8,751.001,470.333,641.016,429.55,539.455,389.927,445.506,349.723,361.994,308.98,281.461,252.244,100.0,0.45
16,,81.0,10264.1,2706.68,9683.81,2335.99,9079.77,2218.9,8566.9,2024.26,8073.94,1899.26,7586.52,1770.16,7166.86,1667.33,6738.78,1574.26,6345.86,1484.62,5998.24,1393.26,5656.67,1307.26,5364.1,1242.84,5071.89,1183.79,4803.59,1146.79,4541.09,1122.15,4283.21,1116.61,4018.97,1124.66,3740.7,1142.79,3445.81,1160.77,3136.56,1167.49,2817.61,1150.52,2506.19,1106.0,2215.32,1039.46,1951.46,958.785,1718.42,873.26,1513.75,789.765,1332.03,713.223,1170.18,645.834,1024.23,585.418,890.578,533.042,767.188,486.223,653.443,443.416,548.74,401.642,452.234,359.117,367.241,315.704,302.751,287.513,100.0,0.43
0,,1.0,49135.2,52441.4,50088.6,51597.8,47397.6,46915.6,43759.1,40397.3,40505.3,35717.2,37608.9,30485.5,35005.6,25814.5,32614.4,21624.1,30314.6,17848.7,27979.1,14570.1,25985.4,11795.4,24187.4,9535.31,22725.4,7947.85,21454.0,6743.65,20354.7,5906.69,19337.8,5357.76,18354.4,5076.59,17342.6,5012.86,16247.2,5111.06,15017.6,5299.09,13646.7,5500.56,12155.5,5642.9,10585.9,5664.15,9001.74,5535.2,7480.67,5256.68,6075.4,4843.54,4831.48,4337.24,3773.98,3785.69,2898.98,3225.72,2194.6,2692.27,1640.13,2202.96,1213.75,1770.51,891.81,1399.25,653.538,1086.5,483.824,834.679,352.125,-41.0739,100.0,0.68
